city,population,lat,lon,region_name,region_name_ao,region_iso_code,federal_district,okato,oktmo,kladr_id,fias_id
Юхнов,5.8,54.7446445,35.2424346,Калужская область,,RU-KLU,Центральный,29250501000,29650101001,4002500100000,503b2859-0304-4e8e-b627-8f611ff27d5e
Вилючинск,22.2,52.9302415,158.4057632,Камчатский край,,RU-KAM,Дальневосточный,30535000000,30735000001,4100000200000,b75a9701-5cd4-4623-99d5-4fa7463ceb47
Елизово,39.3,53.1830375,158.3883548,Камчатский край,,RU-KAM,Дальневосточный,30402000000,30607101001,4100500100000,3da129ee-9b72-45ec-bef9-07b69e1eed4e
Петропавловск-Камчатский,179.6,53.036908,158.6559254,Камчатский край,,RU-KAM,Дальневосточный,30401000000,30701000001,4100000100000,0b3f0723-5fe0-4c23-af44-8082166c6d2e
Карачаевск,20.8,43.7732525,41.9143472,Карачаево-Черкесская Республика,,RU-KC,Северо-Кавказский,91405000000,91705000001,900000200000,cb390fbd-3149-4ac9-b9fb-6af069d51b71
Теберда,8.6,43.4437731,41.7415142,Карачаево-Черкесская Республика,,RU-KC,Северо-Кавказский,91405503000,91705000006,900000300000,2edbb310-a924-44a8-a6d0-c9b825214fcf
Усть-Джегута,30.6,44.0838442,41.9711046,Карачаево-Черкесская Республика,,RU-KC,Северо-Кавказский,91235501000,91635101001,900800100000,5de40749-195c-445b-b65a-fd1c397d1440
Черкесск,123.2,44.2269425,42.0466704,Карачаево-Черкесская Республика,,RU-KC,Северо-Кавказский,91401000000,91701000001,900000100000,2a4a7c93-f3f8-4042-8cbf-e04ab64f5e08
Анжеро-Судженск,68.1,56.0786281,86.0201278,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32404000000,32704000001,4200000200000,8a5314a4-903e-475c-a4db-8f03db3b793f
Белово,71.2,54.4220968,86.3037373,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32407000000,32707000001,4200001500000,1346744e-8a64-4712-8939-bb84a1692874
Березовский,45.6,55.6693513,86.2744459,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32410000000,32710000001,4200000300000,ef6bac92-b712-42ba-942b-515b36b9a32c
Гурьевск,22.4,54.2859263,85.9475985,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32413000000,32502000001,4200300100000,9924881d-bc20-4e72-8c2e-e4cf415c93c1
Калтан,20.4,53.5210919,87.2771636,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32415000000,32715000001,4200000400000,5000e677-7d3c-4eec-b01d-f3f192abbd41
Кемерово,556.4,55.3910651,86.0467781,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32401000000,32701000001,4200000900000,94bb19a3-c1fa-410b-8651-ac1bf7c050cd
Киселевск,86.6,54.0059999,86.6366116,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32416000000,32716000001,4200000500000,36122f01-1666-42e0-9c65-937787e8ca45
Ленинск-Кузнецкий,94.4,54.6674492,86.1797324,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32419000000,32719000001,4200001000000,cf600ae8-e376-42ae-bf7c-5aa1875dcd28
Мариинск,37.9,56.2127383,87.7454924,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32422000000,32616101001,4200700100000,34a2e393-69d3-4258-8daf-a6290a14b06e
Междуреченск,96.3,53.6865289,88.0702754,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32425000000,32725000001,4200001600000,c6a7e590-04b4-4a01-85fc-b61b63711bba
Мыски,40.8,53.7125695,87.8055646,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32428000000,32728000001,4200000600000,070a8e7b-038f-48c8-9eed-16a6c03ab899
Новокузнецк,549.4,53.794315,87.2142745,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32431000000,32731000001,4200001200000,b28b6f6f-1435-444e-95a6-68c499b0d27a
Осинники,41.7,53.5988055,87.3371272,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32434000000,32734000001,4200000700000,1efff7c4-448a-48c5-b476-c803b4d36842
Полысаево,25.9,54.6055,86.2809208,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32435000000,32732000001,4200001100000,34ac1b24-f541-4279-abfb-466f80ed1f7b
Прокопьевск,190.3,53.8604265,86.7183577,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32437000000,32737000001,4200001300000,2d8b9d01-1c4f-4987-8a0b-1eb5080c1f38
Салаир,7.3,54.2351735,85.8030733,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32413504000,32502000006,4200300200000,e7459805-4536-4037-9113-4b9b53893807
Тайга,23.1,56.0622131,85.6207182,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32440000000,32740000001,4200000800000,4da6f430-f531-42f5-9176-1f6cf7ba6367
Таштагол,22.9,52.759313,87.8476546,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32443000000,32627101001,4201200100000,6be8ac27-9aa0-4784-ba97-a15f066995d9
Топки,27.8,55.2764707,85.6152619,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32446000000,32531000001,4201400100000,5a6d8be0-aa32-4344-9a4d-89fdb4c94ae8
Юрга,80.8,55.7202694,84.8886399,Кемеровская область - Кузбасс,,RU-KEM,Сибирский,32449000000,32749000001,4200001400000,988289f5-d6d0-40d5-a483-55983e11c033
Белая Холуница,10.1,58.8415239,50.8460699,Кировская область,,RU-KIR,Приволжский,33205501000,33605101001,4300400100000,49e2b1b5-771f-4dfd-9428-e74cd055d113
Вятские Поляны,31.9,56.2284817,51.0614855,Кировская область,,RU-KIR,Приволжский,33404000000,33704000001,4300800100000,7ad714c1-1136-4c39-84c1-17e15dbc5aab
Зуевка,10.2,58.4032152,51.1331606,Кировская область,,RU-KIR,Приволжский,33214501000,33614101001,4301000100000,fe3dfa87-0363-4fbf-9a2c-dcfb237f6943
Киров,518.3,58.6035264,49.6679304,Кировская область,,RU-KIR,Приволжский,33401000000,33701000001,4300000100000,452a2ddf-88a1-4e35-8d8d-8635493768d4
Кирово-Чепецк,69.8,58.5559424,50.0316848,Кировская область,,RU-KIR,Приволжский,33407000000,33707000001,4300000400000,3cdc251a-a649-4063-8c51-00ea2f676a95
Кирс,9.2,59.340056,52.2414437,Кировская область,,RU-KIR,Приволжский,33207501000,33607101001,4300600100000,31ed73ca-6927-4243-9618-36de284ab038
Котельнич,22.9,58.3034832,48.3475597,Кировская область,,RU-KIR,Приволжский,33410000000,33710000001,4301400100000,49846fff-046e-4cee-944b-137cb833d67f
Луза,9.9,60.6290609,47.2612445,Кировская область,,RU-KIR,Приволжский,33222501000,33622101001,4301700100000,9e22dc47-e0df-407b-8448-39ca682e3fd6
Малмыж,7.2,56.5243844,50.6782739,Кировская область,,RU-KIR,Приволжский,33223501000,33623101001,4301800100000,2193594d-ddaf-42b6-9dfe-95cda00ba520
Мураши,5.9,59.3955383,48.9638417,Кировская область,,RU-KIR,Приволжский,33224501000,33624101001,4301900100000,20b2bc28-9404-4c1d-9e50-783338c1ea3c
Нолинск,9.6,57.5597284,49.93575,Кировская область,,RU-KIR,Приволжский,33227501000,33627101001,4302200100000,03e15a08-649a-44f9-93fb-0be35ce2fb5f
Омутнинск,21.6,58.6698913,52.1894564,Кировская область,,RU-KIR,Приволжский,33228501000,33628101001,4302300100000,9039bbb5-93a8-4172-b97c-af2b9abbb614
Орлов,6.4,58.5389776,48.8927723,Кировская область,,RU-KIR,Приволжский,33245501000,33645101001,4302600100000,0302ec51-eea9-4343-9248-ce4878ca465e
Слободской,31.9,58.7311574,50.1669249,Кировская область,,RU-KIR,Приволжский,33413000000,33713000001,4303100100000,8effba3d-4f82-45f6-938a-f1eac4405623
Советск,15.2,57.584196,48.9590272,Кировская область,,RU-KIR,Приволжский,33236501000,33636101001,4303200100000,2fa0734f-2b29-49d5-862f-29f15d88a402
Сосновка,10.7,56.2532741,51.2833642,Кировская область,,RU-KIR,Приволжский,33210504000,33610104001,4300800200000,9e9afbb6-8de5-4765-a69f-2c4dfa498006
Уржум,9.8,57.1097477,50.0058097,Кировская область,,RU-KIR,Приволжский,33241501000,33641101001,4303600100000,759037c3-6408-4466-afe4-b10adc4edff4
Яранск,15.5,57.3040326,47.8478737,Кировская область,,RU-KIR,Приволжский,33250501000,33650101001,4304000100000,af4098b9-6200-450a-999f-6e732cbdbac3
Буй,23.2,58.4733277,41.5306822,Костромская область,,RU-KOS,Центральный,34405000000,34705000001,4400300100000,9180ffd0-7f8d-4fdb-a284-583f27e378eb
Волгореченск,16.3,57.4424559,41.1594201,Костромская область,,RU-KOS,Центральный,34406000000,34706000001,4400000200000,40eb94b1-c51e-455c-92af-7dafaaa92caa
Галич,16.8,58.3828191,42.3654013,Костромская область,,RU-KOS,Центральный,34408000000,34708000001,4400500100000,f2bc7c4a-cf05-48da-aed1-9abd3c57925b
Кологрив,2.9,58.8269323,44.3184927,Костромская область,,RU-KOS,Центральный,34212501000,34612101001,4400700100000,2382db41-3085-4e55-a612-d597535ae960
Кострома,276.9,57.768,40.927,Костромская область,,RU-KOS,Центральный,34401000000,34701000001,4400000300000,14c73394-b886-40a9-9e5c-547cfd4d6aad
Макарьев,6.4,57.8807152,43.8014197,Костромская область,,RU-KOS,Центральный,34218501000,34618101001,4400900100000,dda6ff96-ff7e-4ea0-a9eb-6bfefe3b1ec8
Мантурово,15.0,58.3265441,44.757494,Костромская область,,RU-KOS,Центральный,34414000000,34714000001,4401000100000,b045e8f1-b705-4211-862a-101df62b4feb
Нерехта,20.9,57.4543369,40.5723598,Костромская область,,RU-KOS,Центральный,34420000000,34626101001,4401300100000,d8fcde72-38b9-4032-9670-fa496983e62f
Нея,8.6,58.2943349,43.8780948,Костромская область,,RU-KOS,Центральный,34422000000,34624101,4401200100000,39d5f8b9-551c-42ee-8fbc-d44ceb427b47
Солигалич,5.9,59.0784867,42.2878423,Костромская область,,RU-KOS,Центральный,34240501000,34640101001,4402000100000,35df6629-3c19-4285-8a6c-559750ec36ae
Чухлома,4.9,58.753421,42.6884958,Костромская область,,RU-KOS,Центральный,34246501000,34646101001,4402300100000,fbadac52-08d8-46f2-b2c6-d272b79f36c1
Шарья,23.5,58.3760542,45.4062414,Костромская область,,RU-KOS,Центральный,34430000000,34730000001,4402400100000,c78b9b9e-ace7-46d0-9f6f-c259d7f65e4f
Абинск,39.1,44.8679655,38.1618157,Краснодарский край,,RU-KDA,Южный,3201501000,3601101001,2300200100000,ecd4abbc-79eb-4dd9-b02d-b10760fbc4ff
Анапа,88.9,44.8950433,37.3163282,Краснодарский край,,RU-KDA,Южный,3403000000,3703000001,2300300100000,eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed
Апшеронск,39.5,44.4584006,39.7299824,Краснодарский край,,RU-KDA,Южный,3205501000,3605101001,2300400100000,7b9a7eb9-0d6d-4135-ad1c-3c059db9f386
Армавир,189.0,45.0012149,41.1324168,Краснодарский край,,RU-KDA,Южный,3405000000,3705000001,2300000200000,fc9c55d0-c66e-455e-8034-b0944b025c38
Белореченск,51.6,44.7651876,39.8781494,Краснодарский край,,RU-KDA,Южный,3406000000,3608101001,2300600100000,ce9dccce-d0a3-49c4-a934-3f8de7fbed2a
Геленджик,76.8,44.5630007,38.0790852,Краснодарский край,,RU-KDA,Южный,3408000000,3708000001,2300000300000,e157b9c0-f908-48bc-a1d7-39c482a501a5
Горячий Ключ,40.3,44.6344864,39.1354738,Краснодарский край,,RU-KDA,Южный,3409000000,3709000001,2300000400000,298ebb96-d9c3-4809-b466-386c778234a5
Гулькевичи,34.3,45.3605121,40.6918389,Краснодарский край,,RU-KDA,Южный,3213501000,3613101001,2300900100000,3039644e-5690-43b6-abbc-2d190f6dcecf
Ейск,83.1,46.71157,38.2763895,Краснодарский край,,RU-KDA,Южный,3411000000,3616101001,2301100100000,d22840fe-89f7-4f1a-8591-c51b87a7aec2
Кореновск,42.4,45.4641703,39.458949,Краснодарский край,,RU-KDA,Южный,3221501000,3621101001,2301500100000,76e1af12-0fae-42b0-8771-02191d803ad0
Краснодар,932.6,45.0401604,38.9759647,Краснодарский край,,RU-KDA,Южный,3401000000,3701000001,2300000100000,7dfa745e-aa19-4688-b121-b655c11e482f
Кропоткин,77.7,45.4333007,40.5727951,Краснодарский край,,RU-KDA,Южный,3414000000,3618101001,2301200100000,a4f6512e-2ee9-4250-b241-b58504a886b4
Крымск,57.9,44.9344404,37.9855795,Краснодарский край,,RU-KDA,Южный,3415000000,3625101001,2301800100000,ae6c6804-3c18-4337-bb6e-7479a8cb64f6
Курганинск,48.2,44.8877025,40.5913245,Краснодарский край,,RU-KDA,Южный,3227501000,3627101001,2301900100000,2c58f372-aac8-4645-b41a-f39bdffef373
Лабинск,59.3,44.6354363,40.7245341,Краснодарский край,,RU-KDA,Южный,3417000000,3630101001,2302100100000,0ec1acd4-d7bb-49f7-87c2-d66edb24f587
Новокубанск,35.2,45.1038699,41.0475175,Краснодарский край,,RU-KDA,Южный,3234501000,3634101001,2302400100000,38dd5f45-0a56-4554-93d8-3edfcdf000dd
Новороссийск,275.0,44.7235026,37.7686135,Краснодарский край,,RU-KDA,Южный,3420000000,3720000001,2300000600000,16ac039a-5257-4715-a8c5-d6bd9e617b53
Приморско-Ахтарск,32.3,46.0515432,38.1704875,Краснодарский край,,RU-KDA,Южный,3241501000,3641101001,2302800100000,d9efcf77-c371-434d-a41e-f20e3b4c83c0
Славянск-на-Кубани,67.9,45.2603626,38.1259774,Краснодарский край,,RU-KDA,Южный,3423000000,3645101001,2303000100000,06e2b3b8-c02c-4722-887f-168236ae5382
Сочи,443.6,43.5854551,39.7231548,Краснодарский край,,RU-KDA,Южный,3426000000,3726000001,2300000700000,79da737a-603b-4c19-9b54-9114c96fb912
Темрюк,41.4,45.2610949,37.4454412,Краснодарский край,,RU-KDA,Южный,3251501000,3651101001,2303300100000,3d6724a2-9641-44e6-bc69-097d93c01cb9
Тимашевск,50.8,45.615923,38.9351837,Краснодарский край,,RU-KDA,Южный,3253501000,3653101001,2303400100000,f09d518d-5617-476f-8c76-877899375202
Тихорецк,57.1,45.8546345,40.1260267,Краснодарский край,,RU-KDA,Южный,3429000000,3654101001,2303500100000,1d3511c8-b1dc-49c5-b5fb-3533ed4ce3c4
Туапсе,61.2,44.1105335,39.0824904,Краснодарский край,,RU-KDA,Южный,3432000000,3655101001,2303600100000,d0e68eaf-5ea0-4e65-81b6-b6f55c4df6f5
Усть-Лабинск,39.5,45.2227359,39.6929577,Краснодарский край,,RU-KDA,Южный,3257501000,3657101001,2303800100000,f5743b34-7858-46b4-99ca-050a4efa356d
Хадыженск,22.2,44.4122963,39.5320258,Краснодарский край,,RU-KDA,Южный,3205509000,3605109001,2300400200000,e27ea530-bc56-43b3-8ff7-24db68ae2760
Артемовск,1.6,54.3473075,93.4358377,Красноярский край,,RU-KYA,Сибирский,4230502000,4630102,2402400200000,d0d7a2fa-5bdc-4944-8047-75e80e4e883c
Ачинск,105.5,56.253907,90.4794397,Красноярский край,,RU-KYA,Сибирский,4403000000,4703000001,2400001200000,c3689d32-dea5-49c8-b69b-b8d2daa1d36b
Боготол,19.6,56.2098468,89.5299336,Красноярский край,,RU-KYA,Сибирский,4406000000,4706000001,2400001300000,cb56cf76-4a34-428d-8244-a802414d5fac
Бородино,16.1,55.9054121,94.9020967,Красноярский край,,RU-KYA,Сибирский,4407000000,4707000001,2400000200000,78d7587f-ef26-48dc-81c6-d3ff445c9c8b
Дивногорск,29.2,55.9576784,92.3800687,Красноярский край,,RU-KYA,Сибирский,4409000000,4709000001,2400000300000,76cc6918-6b7c-42b4-80da-4635d97d0da1
Дудинка,20.8,69.4031364,86.1907218,Красноярский край,,RU-KYA,Сибирский,4253501000,4653101001,2404800100000,80b72eaa-bcf7-4759-b291-09ee5e8b3377
Енисейск,17.8,58.4485261,92.1651083,Красноярский край,,RU-KYA,Сибирский,4412000000,4712000001,2400001400000,6eb21d40-5098-49bc-8b08-ac1a2805d22b
Железногорск,82.6,56.2529035,93.532273,Красноярский край,,RU-KYA,Сибирский,4535000000,4735000001,2400000400000,e532b3c3-d300-4585-ada6-40e7900c2abf
Заозерный,10.2,55.9617752,94.7091491,Красноярский край,,RU-KYA,Сибирский,4247501000,4647101001,2403301500000,1f8ea2c9-d6f7-4c30-b76d-2aa81640732e
Зеленогорск,61.6,56.1131564,94.5888103,Красноярский край,,RU-KYA,Сибирский,4537000000,4737000001,2400000500000,38f208d6-6f29-4d30-b826-b42e8beecc67
Игарка,4.3,67.4666901,86.5812794,Красноярский край,,RU-KYA,Сибирский,4254501000,4654117001,2403801700000,59a84d36-af93-4e61-aac4-999431645666
Иланский,14.9,56.2374037,96.067267,Красноярский край,,RU-KYA,Сибирский,4218501000,4618101001,2401600100000,8fa29485-6bce-450c-8c5c-26b8ab682bde
Канск,88.9,56.2051282,95.7051096,Красноярский край,,RU-KYA,Сибирский,4420000000,4720000001,2400001600000,75917770-c4cb-44d8-afcc-8a6d395c3bc2
Кодинск,15.7,58.6032644,99.1797962,Красноярский край,,RU-KYA,Сибирский,4224501000,4624101001,2402100100000,a97aba0e-9624-4e6c-8296-4e5fa103ddf0
Красноярск,1093.8,56.0093879,92.8524806,Красноярский край,,RU-KYA,Сибирский,4401000000,4701000001,2400000100000,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd
Лесосибирск,59.3,58.221681,92.5037872,Красноярский край,,RU-KYA,Сибирский,4422000000,4722000001,2400000800000,2ddd48d6-e95b-4972-a34e-8586ed507763
Минусинск,67.9,53.7104586,91.6872907,Красноярский край,,RU-KYA,Сибирский,4423000000,4723000001,2400001700000,5cfaf0c0-8f59-4321-9a5b-4b1c51b3779f
Назарово,49.7,56.0113799,90.4168775,Красноярский край,,RU-KYA,Сибирский,4426000000,4726000001,2400001800000,ab0a1754-5ba1-48bb-8960-475c7fbc9feb
Норильск,181.8,69.3489978,88.2009846,Красноярский край,,RU-KYA,Сибирский,4429000000,4729000001,2400000900000,d301a980-4a45-4066-9a20-4e783856a562
Сосновоборск,41.1,56.1202647,93.3354121,Красноярский край,,RU-KYA,Сибирский,4433000000,4733000001,2400001000000,a139c8ba-831e-4ee5-87a9-1eead6984288
Ужур,15.3,55.3141969,89.8333918,Красноярский край,,RU-KYA,Сибирский,4256501000,4656101001,2404000100000,2730ee56-f5f7-472d-9e58-04c0b692bb8d
Уяр,11.9,55.8131263,94.3282601,Красноярский край,,RU-KYA,Сибирский,4257501000,4657101001,2404100100000,aab80404-c16d-43b2-92d4-eb06639f37c2
Шарыпово,36.7,55.5389739,89.1801044,Красноярский край,,RU-KYA,Сибирский,4440000000,4740000001,2400001900000,e21e9175-86f9-4e24-b129-abdee0f956dc
Далматово,12.2,56.262114,62.9387011,Курганская область,,RU-KGN,Уральский,37208501000,37608101001,4500500100000,7a5390a0-3cde-4616-92f4-8f59b9a4ad5c
Катайск,12.4,56.290809,62.5800359,Курганская область,,RU-KGN,Уральский,37212501000,37612101001,4500800100000,a0d524d7-5863-4a73-be5b-c165ad2f5e74
Курган,312.4,55.4443883,65.3161963,Курганская область,,RU-KGN,Уральский,37401000000,37701000001,4500000100000,3bbda77d-ba3f-4457-9d44-c440815cda89
Куртамыш,16.5,54.9368539,64.4203722,Курганская область,,RU-KGN,Уральский,37216501000,37616101001,4501000100000,167681ea-0c54-48e2-8c4b-c03f71c9c248
Макушино,7.7,55.2153947,67.2451705,Курганская область,,RU-KGN,Уральский,37220501000,37520000001,4501200100000,fe024a51-2da6-4ce6-b727-493a829741ad
Петухово,10.0,55.0650077,67.8873408,Курганская область,,RU-KGN,Уральский,37226501000,37626101001,4501500100000,a476869f-895d-4764-8c88-c406a092f124
Шадринск,74.7,56.0870344,63.6297182,Курганская область,,RU-KGN,Уральский,37405000000,37705000001,4500000200000,7870abeb-8b0f-4899-920b-3ab8ff6024c0
Шумиха,17.2,55.2280246,63.2901272,Курганская область,,RU-KGN,Уральский,37242501000,37542000001,4502300100000,79685d02-4ac3-42a0-905d-f123918ca296
Щучье,9.5,55.2087637,62.7478548,Курганская область,,RU-KGN,Уральский,37244501000,37644101001,4502400100000,a7b4ee16-32cf-4f35-b1c7-f7ab4e458823
Дмитриев-Льговский,6.3,52.1268464,35.0739038,Курская область,,RU-KRS,Центральный,38208501000,38608101001,4600600100000,d3ce7d17-c746-4ea3-a564-34903b79a3fd
Железногорск,100.4,52.3380202,35.3516867,Курская область,,RU-KRS,Центральный,38405000000,38705000001,4600000300000,b73b7c50-112e-4b04-82df-1e0cea13de4b
Курск,453.0,51.7303637,36.1925603,Курская область,,RU-KRS,Центральный,38401000000,38701000001,4600000100000,d790c72e-479b-4da2-90d7-842b1712a71c
Курчатов,38.1,51.6604083,35.6572224,Курская область,,RU-KRS,Центральный,38408000000,38708000001,4600000200000,a6d4bd96-8c96-4c15-86df-73087f55534d
Льгов,18.1,51.6597148,35.2612491,Курская область,,RU-KRS,Центральный,38410000000,38710000001,4600000400000,6fe805e1-1dde-42cd-821e-173ffe50885d
Обоянь,13.2,51.2119324,36.2755133,Курская область,,RU-KRS,Центральный,38226501000,38626101001,4601600100000,60d797fd-62b0-4705-9f5b-aa0a67c5c749
Рыльск,16.0,51.5681314,34.6802597,Курская область,,RU-KRS,Центральный,38234501000,38634101001,4602000100000,fa2b3c62-6e92-4155-a981-d19ea4999342
Суджа,5.6,51.1918927,35.2720915,Курская область,,RU-KRS,Центральный,38240501000,38640101001,4602300100000,abd43820-a1d4-4e16-adb4-8532959b6e98
Фатеж,6.1,52.0917728,35.8538706,Курская область,,RU-KRS,Центральный,38244501000,38644101,4602500100000,f5c96821-4438-461c-b5da-2c812cd0bc0a
Щигры,15.0,51.8786014,36.8910945,Курская область,,RU-KRS,Центральный,38415000000,38715000001,4600000500000,9382c84c-3d08-4136-a674-9402da0b9e40
Бокситогорск,15.1,59.4734797,33.845688,Ленинградская область,,RU-LEN,Северо-Западный,41203501000,41603101001,4700200100000,1a12dc30-ca4c-480f-89dd-31452648b493
Волосово,11.8,59.4445408,29.4923355,Ленинградская область,,RU-LEN,Северо-Западный,41206501000,41606101001,4700300100000,eb8a9d09-6728-43fe-b3d1-21a2c804b40c
Волхов,44.3,59.9005958,32.3520756,Ленинградская область,,RU-LEN,Северо-Западный,41209501000,41609101001,4700400100000,d77089df-c8ed-464d-a26b-69ce42383a0f
Всеволожск,74.7,60.0191278,30.6456718,Ленинградская область,,RU-LEN,Северо-Западный,41212501000,41612101001,4700500100000,c70a5280-c482-4f6e-801a-cdd6851eab50
Выборг,75.4,60.7130801,28.7328336,Ленинградская область,,RU-LEN,Северо-Западный,41215501000,41615101001,4700600100000,a4a3e3af-ce5a-4eba-9aae-36c350fa7fec
Высоцк,1.1,60.6296236,28.5709314,Ленинградская область,,RU-LEN,Северо-Западный,41215504000,41615104001,4700600200000,f0a4b813-7189-4bd4-8a3a-aaa7fbed4711
Гатчина,91.7,59.565237,30.1282473,Ленинградская область,,RU-LEN,Северо-Западный,41218501000,41618101001,4700700100000,d193a2f8-4ea1-406a-ba9a-698ae19caeb7
Ивангород,9.5,59.3766119,28.2231659,Ленинградская область,,RU-LEN,Северо-Западный,41221505000,41621102001,4700801100000,752d9929-945c-4464-ae38-20a626108da9
Каменногорск,6.3,60.950855,29.1308372,Ленинградская область,,RU-LEN,Северо-Западный,41215506000,41615106,4700600300000,58399f33-3e18-4921-950a-ac0fa5f9e97c
Кингисепп,45.2,59.3740435,28.6112444,Ленинградская область,,RU-LEN,Северо-Западный,41221501000,41621101001,4700800100000,ef14bc6b-dd76-4264-bb40-c0fd8a60985b
Кириши,50.5,59.4742862,32.0624947,Ленинградская область,,RU-LEN,Северо-Западный,41224501000,41624101001,4700900100000,52da70f1-08b0-4b4c-9d22-d67a62bc2aa5
Кировск,26.9,59.8754216,30.981364,Ленинградская область,,RU-LEN,Северо-Западный,41225501000,41625101001,4701000100000,a1535e5e-c151-431a-a4c4-954d4545e37a
Коммунар,22.2,59.6215133,30.3934125,Ленинградская область,,RU-LEN,Северо-Западный,41218505000,41618105001,4700700200000,459dca99-04ff-44fb-af9f-7e2100ec28ac
Кудрово,41.1,59.9075226,30.5121008,Ленинградская область,,RU-LEN,Северо-Западный,41212503000,41612155005,4700511600000,98cd19c4-e172-4fa3-a81d-7caedeec669b
Лодейное Поле,19.0,60.7320936,33.5521022,Ленинградская область,,RU-LEN,Северо-Западный,41227501000,41627101001,4701100100000,5f52edf9-92aa-4e69-9314-e629c45ec1d5
Луга,34.6,58.7374031,29.8465776,Ленинградская область,,RU-LEN,Северо-Западный,41233501000,41633101001,4701300100000,d9135f5d-627e-441d-b208-9087ee0367dd
Любань,4.4,59.3493847,31.2484801,Ленинградская область,,RU-LEN,Северо-Западный,41248505000,41648105001,4701800400000,cda96dc0-75b2-411b-b995-16cc63fcfa05
Мурино,64.9,60.044862,30.4571456,Ленинградская область,,RU-LEN,Северо-Западный,41212504000,41612103001,4700511700000,d73506c5-015c-4c39-929a-696ea8144e16
Никольское,22.4,59.7043309,30.7874571,Ленинградская область,,RU-LEN,Северо-Западный,41248508000,41648108001,4701800300000,43cb88de-fa89-4027-b3ef-84deb2d32ce5
Новая Ладога,8.0,60.1100135,32.3141203,Ленинградская область,,RU-LEN,Северо-Западный,41209504000,41609104001,4700400200000,2145f2cb-3ec2-4c1d-bd52-f84b2858c6a9
Отрадное,25.8,59.7726848,30.7988557,Ленинградская область,,RU-LEN,Северо-Западный,41225504000,41625104001,4701000200000,c4602384-ff62-4e0f-bf4b-06a5c653702b
Пикалево,19.7,59.5132022,34.1772776,Ленинградская область,,RU-LEN,Северо-Западный,41203505000,41603102001,4700200200000,0a243487-acce-4775-979a-5a08e8c62da6
Подпорожье,16.7,60.9127549,34.1567664,Ленинградская область,,RU-LEN,Северо-Западный,41236501000,41636101001,4701400100000,6d13b512-6d25-413a-ab29-3d9ade960f3a
Приморск,5.6,60.3660209,28.6135772,Ленинградская область,,RU-LEN,Северо-Западный,41215508000,41615108001,4700600400000,878aa7cc-76f0-42c8-90f5-3489f43c169c
Приозерск,17.8,61.0330896,30.1587851,Ленинградская область,,RU-LEN,Северо-Западный,41239501000,41639101001,4701500100000,59a9c284-72fb-49e6-8380-10ca044d0bd7
Светогорск,15.2,61.1111282,28.8725865,Ленинградская область,,RU-LEN,Северо-Западный,41215514000,41615114001,4700600500000,d4789972-b71d-4e70-9af8-f4acfcf80c71
Сертолово,56.6,60.1446932,30.2095918,Ленинградская область,,RU-LEN,Северо-Западный,41212505000,41612102001,4700500200000,79b806cd-e36c-48fc-b82c-8cbb5cfd9450
Сланцы,32.2,59.1178185,28.0881475,Ленинградская область,,RU-LEN,Северо-Западный,41242501000,41642101001,4701600100000,a7a1a8e5-45b2-4542-b718-0976702ccd90
Сосновый Бор,67.7,59.8772884,29.1291619,Ленинградская область,,RU-LEN,Северо-Западный,41454000000,41754000001,4700000400000,f4a4b31f-9f0a-4fdb-804c-d67661085eb4
Сясьстрой,12.4,60.1401739,32.5601559,Ленинградская область,,RU-LEN,Северо-Западный,41209508000,41609108001,4700400300000,f59186fa-b4db-4b2d-88b9-e3fde4a90690
Тихвин,58.1,59.6272904,33.5072731,Ленинградская область,,RU-LEN,Северо-Западный,41245501000,41645101001,4701700100000,86ec26f6-d980-4c40-b4ce-77e1638ec8ad
Тосно,36.3,59.5407098,30.877812,Ленинградская область,,RU-LEN,Северо-Западный,41248501000,41648101001,4701800100000,165119d1-6555-4473-8b90-46ec517b4076
Шлиссельбург,14.9,59.9443714,31.0333365,Ленинградская область,,RU-LEN,Северо-Западный,41225503000,41625102001,4701000300000,5a543514-a133-431c-919e-8a61c2261783
Грязи,46.7,52.4874097,39.9331142,Липецкая область,,RU-LIP,Центральный,42206501000,42606101001,4800300100000,f073b28a-b8f8-4eee-adfd-cfbf769c6771
